                  上证50 (000016) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	 
 2011/04/26	 2123.06	 2134.94	 2111.58	 2118.33	       20963314	    2140.49	    2164.62	    2151.79	    2066.53	    2056.45	    2019.99	           	           	           	           	      17.46	      27.44	     -19.97	20963314.00	22953858.00	26630990.00	
 2011/04/27	 2127.47	 2138.17	 2101.09	 2113.01	       23240354	    2134.23	    2156.00	    2152.29	    2069.88	    2055.82	    2018.98	           	           	           	           	      13.29	      24.61	     -22.64	23240354.00	22654958.00	25844400.00	
 2011/04/28	 2128.13	 2150.80	 2109.83	 2111.49	       26007246	    2124.39	    2148.14	    2152.98	    2073.22	    2054.76	    2017.96	           	           	           	           	       9.76	      21.64	     -23.77	26007246.00	23223330.00	24921190.00	
 2011/04/29	 2110.78	 2116.00	 2084.65	 2113.87	       21660712	    2116.83	    2139.41	    2153.60	    2076.35	    2053.78	    2017.10	           	           	           	           	       7.07	      18.73	     -23.32	21660712.00	23227102.00	24206816.00	
 2011/05/03	 2111.23	 2117.83	 2092.86	 2114.42	       16853464	    2114.22	    2130.72	    2155.14	    2079.10	    2052.84	    2016.71	           	           	           	           	       4.92	      15.97	     -22.09	16853464.00	21745018.00	22875438.00	
 2011/05/04	 2101.63	 2103.28	 2052.90	 2056.70	       23518896	    2101.90	    2121.19	    2151.65	    2080.96	    2051.19	    2016.12	           	           	           	           	      -1.42	      12.49	     -27.82	23518896.00	22256134.00	22604996.00	
 2011/05/05	 2045.50	 2056.72	 2036.97	 2050.07	       21014900	    2089.31	    2111.77	    2145.36	    2082.39	    2049.28	    2015.37	           	           	           	           	      -6.90	       8.61	     -31.03	21014900.00	21811044.00	22233002.00	
 2011/05/06	 2026.89	 2053.70	 2021.98	 2037.75	       17256440	    2074.56	    2099.48	    2138.53	    2083.54	    2047.18	    2014.73	           	           	           	           	     -12.10	       4.47	     -33.14	17256440.00	20060882.00	21642106.00	
 2011/05/09	 2041.35	 2051.99	 2029.48	 2036.76	       13194345	    2059.14	    2087.99	    2131.10	    2085.10	    2045.34	    2014.14	           	           	           	           	     -16.12	       0.35	     -32.93	13194345.00	18367608.00	20797356.00	
 2011/05/10	 2040.69	 2058.19	 2033.47	 2057.67	       11707780	    2047.79	    2081.01	    2125.19	    2086.47	    2043.94	    2013.69	           	           	           	           	     -17.41	      -3.20	     -28.42	11707780.00	17338472.00	19541746.00	
 2011/05/11	 2056.74	 2062.90	 2041.07	 2048.34	       13604739	    2046.12	    2074.01	    2119.32	    2087.66	    2042.24	    2013.35	           	           	           	           	     -18.97	      -6.36	     -25.23	13604739.00	15355641.00	18805888.00	
 2011/05/12	 2035.24	 2044.59	 2020.42	 2021.28	       13910164	    2040.36	    2064.83	    2110.42	    2087.22	    2041.33	    2012.93	           	           	           	           	     -22.13	      -9.51	     -25.24	13910164.00	13934694.00	17872868.00	
 2011/05/13	 2024.38	 2043.98	 2012.38	 2043.26	       17152646	    2041.46	    2058.01	    2103.07	    2087.23	    2040.64	    2012.61	           	           	           	           	     -22.61	     -12.13	     -20.95	17152646.00	13913935.00	16987408.00	
 2011/05/16	 2036.32	 2047.48	 2017.91	 2019.54	       13994317	    2038.02	    2048.58	    2094.00	    2086.70	    2040.53	    2012.09	           	           	           	           	     -24.61	     -14.63	     -19.97	13994317.00	14073929.00	16220769.00	
 2011/05/17	 2018.30	 2049.81	 2009.56	 2033.78	       15740505	    2033.24	    2040.52	    2085.62	    2086.48	    2040.70	    2011.78	           	           	           	           	     -24.77	     -16.65	     -16.22	15740505.00	14880474.00	16109473.00	
 2011/05/18	 2029.26	 2059.16	 2026.72	 2053.64	       13509709	    2034.30	    2040.21	    2080.70	    2086.87	    2040.83	    2011.56	           	           	           	           	     -23.02	     -17.93	     -10.19	13509709.00	14861468.00	15108554.00	
 2011/05/19	 2059.66	 2065.96	 2043.66	 2046.11	       12623061	    2039.27	    2039.81	    2075.79	    2086.87	    2040.89	    2011.72	           	           	           	           	     -21.99	     -18.74	      -6.50	12623061.00	14604048.00	14269371.00	
 2011/05/20	 2046.07	 2059.69	 2043.92	 2052.54	       12097915	    2041.12	    2041.29	    2070.38	    2087.90	    2041.16	    2012.00	           	           	           	           	     -20.42	     -19.08	      -2.69	12097915.00	13593101.00	13753518.00	
 2011/05/23	 2047.77	 2047.77	 1990.86	 1993.07	       19832716	    2035.83	    2036.92	    2062.45	    2087.85	    2041.26	    2011.95	           	           	           	           	     -23.70	     -20.00	      -7.40	19832716.00	14760781.00	14417355.00	
 2011/05/24	 1989.83	 1999.39	 1986.33	 1995.27	       13622921	    2028.13	    2030.68	    2055.84	    2087.73	    2041.10	    2012.06	           	           	           	           	     -25.83	     -21.17	      -9.32	13622921.00	14337264.00	14608869.00	
 2011/05/25	 1993.10	 1997.44	 1969.74	 1971.10	       13896082	    2011.62	    2022.96	    2048.48	    2087.13	    2040.52	    2011.94	           	           	           	           	     -29.13	     -22.76	     -12.74	13896082.00	14414539.00	14638004.00	
 2011/05/26	 1985.57	 1990.76	 1972.47	 1974.33	       11862354	    1997.26	    2018.26	    2041.55	    2086.34	    2040.15	    2011.67	           	           	           	           	     -31.12	     -24.43	     -13.38	11862354.00	14262398.00	14433223.00	
 2011/05/27	 1976.65	 1993.70	 1973.48	 1976.69	       15024425	    1982.09	    2011.61	    2034.81	    2085.36	    2039.85	    2011.50	           	           	           	           	     -32.14	     -25.97	     -12.34	15024425.00	14847700.00	14220400.00	
 2011/05/30	 1974.53	 1993.79	 1968.30	 1980.74	       13190037	    1979.63	    2007.73	    2028.15	    2084.36	    2039.86	    2011.71	           	           	           	           	     -32.25	     -27.23	     -10.05	13190037.00	13519164.00	14139972.00	
 2011/05/31	 1983.16	 2011.31	 1977.90	 2010.56	       14038108	    1982.68	    2005.41	    2022.96	    2083.68	    2040.08	    2011.88	           	           	           	           	     -29.59	     -27.70	      -3.78	14038108.00	13602201.00	13969733.00	
 2011/06/01	 2005.00	 2007.09	 1997.88	 2002.66	       13459458	    1989.00	    2000.31	    2020.26	    2082.39	    2040.12	    2012.06	           	           	           	           	     -27.80	     -27.72	      -0.16	13459458.00	13514876.00	13964708.00	
 2011/06/02	 1982.85	 1991.90	 1943.97	 1963.05	       22295702	    1986.74	    1992.00	    2015.91	    2079.72	    2039.74	    2012.21	           	           	           	           	     -29.24	     -28.03	      -2.43	22295702.00	15601546.00	14931972.00	
 2011/06/03	 1959.04	 1978.99	 1958.30	 1974.95	       13177429	    1986.39	    1984.24	    2012.77	    2077.23	    2039.27	    2012.34	           	           	           	           	     -29.09	     -28.24	      -1.70	13177429.00	15232147.00	15039923.00	
 2011/06/07	 1968.17	 1986.12	 1965.21	 1984.45	       11121255	    1987.13	    1983.38	    2010.15	    2074.97	    2038.75	    2012.25	           	           	           	           	     -27.88	     -28.16	       0.58	11121255.00	14818390.00	14168777.00	
 2011/06/08	 1985.06	 1985.06	 1956.31	 1980.67	       13904866	    1981.16	    1981.92	    2006.30	    2073.45	    2038.43	    2012.34	           	           	           	           	     -26.91	     -27.91	       2.01	13904866.00	14791742.00	14196972.00	
 2011/06/09	 1974.11	 1977.51	 1947.58	 1947.88	       14906275	    1970.20	    1979.60	    2001.28	    2071.77	    2038.03	    2012.30	           	           	           	           	     -28.46	     -28.02	      -0.88	14906275.00	15081105.00	14297991.00	
 2011/06/10	 1945.11	 1953.90	 1930.34	 1951.03	       13308915	    1967.80	    1977.27	    1997.77	    2070.06	    2037.44	    2012.17	           	           	           	           	     -29.11	     -28.24	      -1.73	13308915.00	13283748.00	14442647.00	
 2011/06/13	 1936.05	 1950.31	 1924.94	 1945.72	       13154942	    1961.95	    1974.17	    1992.89	    2068.85	    2036.37	    2012.06	           	           	           	           	     -29.70	     -28.53	      -2.34	13154942.00	13279251.00	14255699.00	
 2011/06/14	 1944.23	 1977.13	 1939.47	 1970.10	       21585256	    1959.08	    1973.11	    1990.42	    2067.53	    2035.54	    2012.23	           	           	           	           	     -27.88	     -28.40	       1.04	21585256.00	15372051.00	15095221.00	
 2011/06/15	 1963.98	 1971.24	 1951.28	 1952.08	       14629167	    1953.36	    1967.26	    1986.33	    2066.35	    2034.69	    2012.39	           	           	           	           	     -27.58	     -28.24	       1.32	14629167.00	15516911.00	15154326.00	
 2011/06/16	 1938.99	 1942.81	 1925.98	 1927.05	       13486861	    1949.20	    1959.70	    1980.00	    2064.56	    2033.77	    2012.47	           	           	           	           	     -29.02	     -28.39	      -1.26	13486861.00	15233028.00	15157067.00	
 2011/06/17	 1926.44	 1935.57	 1910.99	 1912.38	       14969505	    1941.47	    1954.63	    1973.32	    2062.50	    2032.78	    2012.54	           	           	           	           	     -30.99	     -28.91	      -4.16	14969505.00	15565146.00	14424447.00	
 2011/06/20	 1910.28	 1915.54	 1896.98	 1904.80	       15165619	    1933.28	    1947.62	    1965.93	    2060.00	    2031.99	    2012.58	           	           	           	           	     -32.79	     -29.69	      -6.20	15165619.00	15967282.00	14623266.00	
 2011/06/21	 1910.50	 1925.15	 1906.80	 1923.82	       15589255	    1924.03	    1941.55	    1962.47	    2057.48	    2030.94	    2012.86	           	           	           	           	     -32.30	     -30.21	      -4.18	15589255.00	14768081.00	15070066.00	
 2011/06/22	 1927.11	 1932.55	 1913.72	 1923.56	       13777195	    1918.32	    1935.84	    1958.88	    2055.14	    2030.12	    2013.18	           	           	           	           	     -31.58	     -30.49	      -2.19	13777195.00	14597687.00	15057299.00	
 2011/06/23	 1916.97	 1956.75	 1911.84	 1950.87	       16368103	    1923.09	    1936.14	    1957.87	    2052.71	    2029.57	    2013.35	           	           	           	           	     -28.47	     -30.08	       3.22	16368103.00	15173935.00	15203482.00	
 2011/06/24	 1940.09	 2009.96	 1938.33	 1997.30	       31247136	    1940.07	    1940.77	    1959.02	    2050.95	    2029.43	    2013.85	           	           	           	           	     -22.01	     -28.47	      12.92	31247136.00	18429462.00	16997304.00	
 2011/06/27	 1994.99	 2007.78	 1984.90	 1994.58	       20516600	    1958.03	    1945.65	    1959.91	    2049.24	    2029.57	    2014.29	           	           	           	           	     -16.91	     -26.16	      18.49	20516600.00	19499658.00	17733470.00	
 2011/06/28	 1996.23	 1998.56	 1975.63	 1993.72	       17375924	    1972.01	    1948.02	    1960.56	    2047.44	    2029.94	    2014.74	           	           	           	           	     -12.79	     -23.48	      21.38	17375924.00	19856992.00	17312536.00	
 2011/06/29	 1991.47	 1992.00	 1959.56	 1960.77	       20461468	    1979.45	    1948.89	    1958.07	    2045.39	    2030.00	    2015.10	           	           	           	           	     -12.05	     -21.20	      18.30	20461468.00	21193846.00	17895766.00	
 2011/06/30	 1965.06	 2003.64	 1965.06	 1989.43	       22097968	    1987.16	    1955.12	    1957.41	    2043.11	    2030.35	    2015.32	           	           	           	           	      -9.04	     -18.76	      19.45	22097968.00	22339820.00	18756878.00	
 2011/07/01	 1994.09	 2002.04	 1978.46	 1986.03	       20329960	    1984.91	    1962.49	    1958.56	    2039.94	    2030.43	    2015.55	           	           	           	           	      -6.85	     -16.38	      19.06	20329960.00	20156384.00	19292922.00	
 2011/07/04	 1996.25	 2035.75	 1996.25	 2033.85	       28501544	    1992.76	    1975.39	    1961.50	    2037.60	    2030.58	    2016.03	           	           	           	           	      -1.25	     -13.36	      24.22	28501544.00	21753372.00	20626516.00	
 2011/07/05	 2034.81	 2040.09	 2018.53	 2029.62	       24088428	    1999.94	    1985.97	    1963.76	    2035.01	    2030.84	    2016.49	           	           	           	           	       2.82	     -10.12	      25.88	24088428.00	23095874.00	21476432.00	
 2011/07/06	 2025.40	 2025.40	 1997.99	 2017.17	       22343952	    2011.22	    1995.33	    1965.59	    2032.36	    2031.11	    2016.89	           	           	           	           	       4.98	      -7.10	      24.17	22343952.00	23472370.00	22333108.00	
 2011/07/07	 2030.04	 2038.12	 2005.44	 2006.14	       27595062	    2014.56	    2000.86	    1968.50	    2029.70	    2031.11	    2017.27	           	           	           	           	       5.74	      -4.53	      20.55	27595062.00	24571790.00	23455804.00	
 2011/07/08	 2010.52	 2026.11	 2002.25	 2014.73	       19569026	    2020.30	    2002.60	    1971.69	    2026.62	    2031.43	    2018.00	           	           	           	           	       6.96	      -2.23	      18.38	19569026.00	24419602.00	22287994.00	
 2011/07/11	 2006.07	 2015.50	 1996.02	 2010.69	       15700922	    2015.67	    2004.21	    1974.93	    2023.63	    2031.52	    2018.77	           	           	           	           	       7.50	      -0.29	      15.58	15700922.00	21859478.00	21806426.00	
 2011/07/12	 1994.94	 1994.94	 1966.47	 1968.08	       19624800	    2003.36	    2001.65	    1974.83	    2019.75	    2031.12	    2019.44	           	           	           	           	       4.45	       0.66	       7.58	19624800.00	20966752.00	22031312.00	
 2011/07/13	 1973.08	 2003.81	 1973.08	 1998.41	       20243312	    1999.61	    2005.42	    1977.15	    2016.37	    2030.98	    2020.18	           	           	           	           	       4.43	       1.41	       6.02	20243312.00	20546624.00	22009498.00	
 2011/07/14	 2002.46	 2012.39	 1992.82	 2005.75	       22350140	    1999.53	    2007.05	    1981.08	    2013.93	    2031.18	    2021.02	           	           	           	           	       4.94	       2.12	       5.65	22350140.00	19497640.00	22034714.00	
 2011/07/15	 1998.58	 2014.25	 1992.20	 2012.03	       20772348	    1998.99	    2009.65	    1986.07	    2011.73	    2031.96	    2021.76	           	           	           	           	       5.79	       2.85	       5.87	20772348.00	19738304.00	22078954.00	
 2011/07/18	 2013.46	 2014.71	 1996.78	 2002.83	       19234450	    1997.42	    2006.55	    1990.97	    2009.09	    2032.62	    2022.45	           	           	           	           	       5.66	       3.41	       4.48	19234450.00	20445010.00	21152244.00	
 2011/07/19	 1994.38	 1997.52	 1983.96	 1988.30	       18934542	    2001.46	    2002.41	    1994.19	    2006.37	    2032.91	    2023.09	           	           	           	           	       4.33	       3.60	       1.46	18934542.00	20306958.00	20636856.00	
 2011/07/20	 1999.84	 2002.20	 1974.37	 1983.67	       15857211	    1998.52	    1999.06	    1997.20	    2003.97	    2033.65	    2023.55	           	           	           	           	       2.87	       3.45	      -1.17	15857211.00	19429738.00	19988182.00	
 2011/07/21	 1984.75	 1989.42	 1959.85	 1961.30	       16302292	    1989.63	    1994.58	    1997.72	    2001.36	    2033.94	    2023.84	           	           	           	           	      -0.09	       2.74	      -5.67	16302292.00	18220168.00	18858904.00	
 2011/07/22	 1966.12	 1974.49	 1959.76	 1964.83	       12873319	    1980.19	    1989.59	    1996.10	    1998.89	    2034.38	    2024.26	           	           	           	           	      -2.13	       1.77	      -7.80	12873319.00	16640363.00	18189334.00	
 2011/07/25	 1954.32	 1955.19	 1904.45	 1909.81	       24480686	    1961.58	    1979.50	    1991.86	    1995.53	    2034.37	    2024.41	           	           	           	           	      -8.09	      -0.20	     -15.77	24480686.00	17689610.00	19067310.00	
 2011/07/26	 1909.33	 1919.61	 1904.56	 1914.15	       14066928	    1946.75	    1974.11	    1987.88	    1992.20	    2034.27	    2024.70	           	           	           	           	     -12.32	      -2.63	     -19.39	14066928.00	16716087.00	18511522.00	
 2011/07/27	 1905.04	 1920.32	 1899.20	 1918.79	       17164596	    1933.78	    1966.15	    1985.78	    1988.94	    2034.02	    2025.02	           	           	           	           	     -15.13	      -5.13	     -20.00	17164596.00	16977564.00	18203652.00	
 2011/07/28	 1902.93	 1906.67	 1886.90	 1900.22	       17169584	    1921.56	    1955.59	    1981.32	    1986.33	    2033.64	    2025.11	           	           	           	           	     -18.64	      -7.83	     -21.61	17169584.00	17151022.00	17685596.00	
 2011/07/29	 1901.95	 1926.19	 1885.62	 1908.21	       18469802	    1910.24	    1945.21	    1977.43	    1983.97	    2033.18	    2025.10	           	           	           	           	     -20.53	     -10.37	     -20.32	18469802.00	18270320.00	17455340.00	
 2011/08/01	 1905.90	 1919.88	 1898.37	 1909.95	       12165633	    1910.26	    1935.92	    1971.23	    1981.84	    2032.69	    2025.08	           	           	           	           	     -21.65	     -12.63	     -18.04	12165633.00	15807309.00	16748459.00	
 2011/08/02	 1897.20	 1897.20	 1874.56	 1894.32	       12529351	    1906.30	    1926.53	    1964.47	    1979.46	    2032.28	    2024.93	           	           	           	           	     -23.52	     -14.80	     -17.43	12529351.00	15499793.00	16107940.00	
 2011/08/03	 1879.82	 1901.71	 1877.49	 1893.00	       12677866	    1901.14	    1917.46	    1958.26	    1976.72	    2031.59	    2024.72	           	           	           	           	     -24.82	     -16.81	     -16.03	12677866.00	14602447.00	15790006.00	
 2011/08/04	 1898.45	 1911.51	 1890.91	 1895.43	       10030752	    1900.18	    1910.87	    1952.72	    1974.17	    2030.92	    2024.49	           	           	           	           	     -25.37	     -18.52	     -13.70	10030752.00	13174681.00	15162852.00	
 2011/08/05	 1849.91	 1863.63	 1841.01	 1850.14	       18228960	    1888.57	    1899.40	    1944.50	    1971.32	    2029.27	    2024.15	           	           	           	           	     -29.12	     -20.64	     -16.96	18228960.00	13126512.00	15698416.00	
 2011/08/08	 1832.66	 1848.51	 1769.99	 1794.43	       28642384	    1865.46	    1887.86	    1933.68	    1967.17	    2027.20	    2023.39	           	           	           	           	     -36.17	     -23.75	     -24.85	28642384.00	16421863.00	16114586.00	
 2011/08/09	 1752.74	 1810.86	 1741.10	 1801.82	       28976200	    1846.96	    1876.63	    1925.37	    1963.54	    2025.12	    2022.62	           	           	           	           	     -40.69	     -27.14	     -27.12	28976200.00	19711232.00	17605512.00	
 2011/08/10	 1832.09	 1837.42	 1810.45	 1814.67	       22275996	    1831.30	    1866.22	    1916.18	    1959.89	    2023.18	    2021.93	           	           	           	           	     -42.75	     -30.26	     -24.98	22275996.00	21630858.00	18116652.00	
 2011/08/11	 1789.96	 1843.14	 1789.23	 1840.29	       20981100	    1820.27	    1860.23	    1907.91	    1956.33	    2021.60	    2021.23	           	           	           	           	     -41.83	     -32.57	     -18.51	20981100.00	23820928.00	18497804.00	
 2011/08/12	 1848.13	 1850.00	 1833.89	 1838.16	       16870138	    1817.87	    1853.22	    1899.22	    1952.87	    2019.87	    2020.67	           	           	           	           	     -40.80	     -34.22	     -13.16	16870138.00	23549164.00	18337838.00	
 2011/08/15	 1842.13	 1872.79	 1831.98	 1872.39	       18818714	    1833.47	    1849.46	    1892.69	    1949.86	    2018.88	    2020.23	           	           	           	           	     -36.80	     -34.73	      -4.13	18818714.00	21584430.00	19003146.00	
 2011/08/16	 1873.00	 1886.24	 1856.97	 1862.89	       18205038	    1845.68	    1846.32	    1886.42	    1947.69	    2017.77	    2019.87	           	           	           	           	     -34.00	     -34.59	       1.17	18205038.00	19430198.00	19570714.00	
 2011/08/17	 1863.17	 1873.35	 1855.28	 1858.30	       12839831	    1854.41	    1842.85	    1880.16	    1945.41	    2016.57	    2019.39	           	           	           	           	     -31.79	     -34.03	       4.48	12839831.00	17542964.00	19586912.00	
 2011/08/18	 1861.29	 1863.29	 1822.19	 1824.86	       13761735	    1851.32	    1835.80	    1873.33	    1942.97	    2015.05	    2018.73	           	           	           	           	     -32.36	     -33.69	       2.67	13761735.00	16099091.00	19960010.00	
 2011/08/19	 1798.81	 1811.87	 1792.46	 1806.28	       16766318	    1844.94	    1831.41	    1865.41	    1940.17	    2013.26	    2018.22	           	           	           	           	     -33.92	     -33.74	      -0.37	16766318.00	16078327.00	19813746.00	
 2011/08/22	 1808.06	 1820.52	 1782.97	 1790.14	       12387369	    1828.49	    1830.98	    1859.42	    1937.06	    2011.21	    2017.62	           	           	           	           	     -36.05	     -34.20	      -3.69	12387369.00	14792058.00	18188244.00	
 2011/08/23	 1797.20	 1821.44	 1788.08	 1821.19	       12680404	    1820.15	    1832.92	    1854.77	    1934.41	    2009.38	    2017.25	           	           	           	           	     -34.82	     -34.33	      -1.00	12680404.00	13687131.00	16558664.00	
 2011/08/24	 1828.04	 1832.24	 1802.45	 1806.79	       12932481	    1809.85	    1832.13	    1849.17	    1931.01	    2007.34	    2016.75	           	           	           	           	     -34.62	     -34.38	      -0.47	12932481.00	13705661.00	15624313.00	
 2011/08/25	 1813.09	 1878.68	 1811.36	 1878.48	       33100518	    1820.58	    1835.95	    1848.09	    1928.94	    2005.66	    2016.38	           	           	           	           	     -28.34	     -33.18	       9.67	33100518.00	17573418.00	16836254.00	
 2011/08/26	 1867.32	 1879.61	 1858.33	 1876.33	       17999114	    1834.59	    1839.77	    1846.49	    1927.49	    2003.60	    2015.97	           	           	           	           	     -23.27	     -31.20	      15.84	17999114.00	17819978.00	16949152.00	
 2011/08/29	 1856.74	 1856.74	 1833.61	 1836.88	       17713796	    1843.93	    1836.21	    1842.84	    1925.19	    2001.21	    2015.42	           	           	           	           	     -22.19	     -29.39	      14.42	17713796.00	18885262.00	16838660.00	
 2011/08/30	 1850.99	 1871.64	 1831.43	 1835.07	       16731186	    1846.71	    1833.43	    1839.88	    1922.70	    1998.84	    2014.78	           	           	           	           	     -21.22	     -27.76	      13.07	16731186.00	19695420.00	16691275.00	
 2011/08/31	 1836.98	 1847.58	 1826.71	 1841.54	       12003854	    1853.66	    1831.76	    1837.30	    1920.38	    1996.92	    2014.28	           	           	           	           	     -19.71	     -26.15	      12.88	12003854.00	19509694.00	16607678.00	
 2011/09/01	 1845.46	 1859.82	 1834.70	 1840.37	       11876162	    1846.04	    1833.31	    1834.55	    1918.59	    1995.18	    2013.79	           	           	           	           	     -18.40	     -24.60	      12.40	11876162.00	15264822.00	16419120.00	
 2011/09/02	 1836.20	 1841.75	 1811.27	 1820.68	       11404027	    1834.91	    1834.75	    1833.08	    1916.42	    1993.24	    2013.23	           	           	           	           	     -18.73	     -23.42	       9.40	11404027.00	13945805.00	15882891.00	
 2011/09/05	 1805.88	 1805.88	 1783.95	 1786.47	       12839514	    1824.83	    1834.38	    1832.68	    1913.77	    1991.31	    2012.72	           	           	           	           	     -21.50	     -23.04	       3.08	12839514.00	12970949.00	15928106.00	
 2011/09/06	 1776.81	 1789.03	 1770.37	 1779.52	       12083634	    1813.72	    1830.21	    1831.57	    1910.59	    1989.06	    2012.18	           	           	           	           	     -23.98	     -23.23	      -1.51	12083634.00	12041438.00	15868429.00	
 2011/09/07	 1787.09	 1816.15	 1781.79	 1813.86	       12641629	    1808.18	    1830.92	    1831.52	    1908.29	    1987.32	    2011.76	           	           	           	           	     -22.92	     -23.17	       0.50	12641629.00	12168993.00	15839343.00	
 2011/09/08	 1820.11	 1820.42	 1798.99	 1799.78	        8883492	    1800.06	    1823.05	    1829.50	    1906.16	    1985.36	    2011.19	           	           	           	           	     -22.94	     -23.12	       0.36	 8883492.00	11570459.00	13417641.00	
 2011/09/09	 1809.51	 1827.47	 1791.90	 1800.93	       11038680	    1796.11	    1815.51	    1827.64	    1904.31	    1983.40	    2010.70	           	           	           	           	     -22.61	     -23.02	       0.82	11038680.00	11497390.00	12721597.00	
 2011/09/13	 1775.22	 1787.73	 1768.88	 1783.18	       10984081	    1795.45	    1810.14	    1823.18	    1902.28	    1981.14	    2010.16	           	           	           	           	     -23.51	     -23.12	      -0.78	10984081.00	11126303.00	12048626.00	
 2011/09/14	 1789.87	 1792.99	 1753.56	 1787.12	       12465576	    1796.97	    1805.34	    1819.39	    1900.00	    1978.74	    2009.57	           	           	           	           	     -23.63	     -23.22	      -0.82	12465576.00	11202692.00	11622065.00	
 2011/09/15	 1787.09	 1799.11	 1779.32	 1779.68	       12650526	    1790.14	    1799.16	    1815.46	    1897.60	    1976.37	    2008.97	           	           	           	           	     -24.05	     -23.39	      -1.33	12650526.00	11204471.00	11686732.00	
 2011/09/16	 1790.31	 1798.01	 1778.85	 1784.93	       10598144	    1787.17	    1793.61	    1813.46	    1894.84	    1973.78	    2008.20	           	           	           	           	     -23.68	     -23.45	      -0.48	10598144.00	11547401.00	11558930.00	
 2011/09/19	 1772.29	 1772.29	 1749.22	 1749.70	       11173488	    1776.92	    1786.52	    1810.63	    1890.71	    1970.83	    2007.31	           	           	           	           	     -25.94	     -23.94	      -3.99	11173488.00	11574363.00	11535876.00	
 2011/09/20	 1748.20	 1766.06	 1740.91	 1757.64	        9603734	    1771.81	    1783.63	    1809.01	    1886.76	    1968.00	    2006.52	           	           	           	           	     -26.78	     -24.51	      -4.53	 9603734.00	11298294.00	11212298.00	
 2011/09/21	 1758.74	 1814.55	 1749.38	 1808.37	       20566628	    1776.06	    1786.52	    1808.37	    1883.67	    1965.56	    2006.08	           	           	           	           	     -23.08	     -24.22	       2.29	20566628.00	12918504.00	12060598.00	
 2011/09/22	 1790.70	 1797.34	 1749.68	 1750.61	       17384536	    1770.25	    1780.19	    1805.56	    1880.17	    1962.78	    2005.42	           	           	           	           	     -24.53	     -24.29	      -0.49	17384536.00	13865306.00	12534888.00	
 2011/09/23	 1726.32	 1748.26	 1714.21	 1740.32	       17192884	    1761.33	    1774.25	    1798.65	    1876.02	    1959.56	    2004.69	           	           	           	           	     -26.21	     -24.67	      -3.07	17192884.00	15184254.00	13365828.00	
 2011/09/26	 1724.03	 1743.79	 1684.84	 1689.93	       16031800	    1749.37	    1763.15	    1789.33	    1871.08	    1955.51	    2003.75	           	           	           	           	     -31.24	     -25.98	     -10.51	16031800.00	16155916.00	13865140.00	
 2011/09/27	 1708.00	 1721.16	 1697.27	 1710.99	       13166514	    1740.04	    1755.93	    1783.03	    1865.70	    1951.65	    2003.02	           	           	           	           	     -33.15	     -27.42	     -11.46	13166514.00	16868472.00	14083383.00	
 2011/09/28	 1722.61	 1725.97	 1690.84	 1695.84	       12167433	    1717.54	    1746.80	    1776.07	    1860.14	    1947.57	    2002.37	           	           	           	           	     -35.48	     -29.03	     -12.89	12167433.00	15188633.00	14053569.00	
 2011/09/29	 1684.82	 1703.83	 1679.20	 1689.54	       13532896	    1705.32	    1737.79	    1768.47	    1854.68	    1943.52	    2001.70	           	           	           	           	     -37.40	     -30.70	     -13.39	13532896.00	14418305.00	14141806.00	
 2011/09/30	 1693.46	 1702.78	 1678.42	 1684.50	       13486789	    1694.16	    1727.74	    1760.68	    1849.32	    1939.51	    2000.99	           	           	           	           	     -38.88	     -32.34	     -13.08	13486789.00	13677086.00	14430670.00	
 2011/10/10	 1688.41	 1693.16	 1666.10	 1669.35	       11448922	    1690.04	    1719.71	    1753.11	    1843.56	    1935.09	    2000.21	           	           	           	           	     -40.80	     -34.03	     -13.54	11448922.00	12760511.00	14458214.00	
 2011/10/11	 1720.15	 1726.43	 1659.73	 1675.42	       19114804	    1682.93	    1711.49	    1747.56	    1837.97	    1930.80	    1999.39	           	           	           	           	     -41.36	     -35.50	     -11.73	19114804.00	13950169.00	15409321.00	
 2011/10/12	 1666.80	 1739.32	 1657.35	 1737.36	       27283616	    1691.23	    1704.39	    1745.45	    1834.13	    1926.94	    1998.88	           	           	           	           	     -36.39	     -35.67	      -1.43	27283616.00	16973406.00	16081019.00	
 2011/10/13	 1732.07	 1751.29	 1726.78	 1746.94	       21101850	    1702.71	    1704.02	    1742.11	    1829.94	    1923.15	    1998.40	           	           	           	           	     -31.31	     -34.80	       6.98	21101850.00	18487196.00	16452751.00	
 2011/10/14	 1741.89	 1749.01	 1726.59	 1745.21	       13481832	    1714.86	    1704.51	    1739.38	    1825.60	    1919.76	    1997.72	           	           	           	           	     -27.12	     -33.26	      12.30	13481832.00	18486204.00	16081646.00	
 2011/10/17	 1748.08	 1770.26	 1744.13	 1757.06	       13995038	    1732.40	    1711.22	    1737.18	    1821.35	    1916.54	    1996.79	           	           	           	           	     -22.57	     -31.13	      17.10	13995038.00	18995428.00	15877969.00	
